"SPY.return","VNQ.return","XLB.return","XLE.return","XLF.return","XLI.return","XLK.return","XLP.return","XLV.return","XLY.return","XLU.return"
0.0105448154657293,0.0830101672102492,0.040172226121792,-0.00377295483153904,0.00324683450343159,0.0173641042594903,0.0158389976096319,0.0222477943996931,0.0240355185746138,0.0230749027741769,0.00494369678659728
-0.0223378503921408,-0.0277943688943249,0.0161070156672942,-0.0197934085987404,-0.0320064012910167,-0.0169680384709863,-0.0281986531986533,-0.0183314627759073,-0.0271285121426543,-0.0301495305257278,0.0512959590015847
0.0190900249487591,-0.0130597509189117,0.0424657260273973,0.0703124822443181,0.003662,0.0195010042873818,0.0259568851737791,0.0329457764707665,0.00658097517200122,-0.00549170996382271,0.038723180567159
0.0431203490962199,-0.000630554831126599,0.0157811415044712,0.0516097096451944,0.0396067437981318,0.0437711011159118,0.0440359574192373,0.0289147964293952,0.0683432564598596,0.02205303229194,0.0462195667867479
0.0330144796255826,-0.0069182767295598,0.0598601192018657,0.0766078826703639,0.0243243783783784,0.0451389435133265,0.0473662719477338,0.0138737135404788,0.0185801159572901,0.0313785228554906,0.00480309809805712
-0.0224201448394807,-0.104618894614308,-0.0121951219512195,0.00509905310458989,-0.04689143959145,-0.00863382405703858,-0.0065968180054326,-0.0273283001556383,-0.0389221807881229,-0.0230997527620345,-0.0553699257579988
-0.0341353096750616,-0.0859430288715493,-0.0345335275761192,-0.00159167990751435,-0.103297822384787,0.00870232915280257,-0.00506234423676013,-0.0313305577342632,-0.0505363382572749,-0.060913753253109,-0.0471414481659617
0.0166001041204074,0.0687586657819207,-0.00584050264498468,0.0168924426064493,0.0199456029011785,0.00561216822417937,0.0183809542432538,0.0170131940637733,0.0247245159368484,0.00594439372841884,0.0187384275201484
0.0347914893480806,0.0280534735130636,0.0723198624904506,0.0747127176641586,0.0141843971631205,0.0436992112881299,0.0341257285276075,0.0347632753415949,0.0243407722017253,-0.00540094532543726,0.0265669074026308
0.013433734727376,0.0119278921477917,0.0405693693680014,0.0260869163879598,-0.011719923477295,-0.0124208959468851,0.0452705189547294,0.0182795698924732,0.0143661408450705,-0.0054273001588765,0.058867572960838
-0.0302041177599899,-0.0718100156374358,-0.0477823480666507,-0.0277887918486171,-0.0534351145038168,-0.01499995,-0.0818181818181818,0.0242105614035087,0.0127743134004062,-0.0493826872597342,0.0195657361011692
-0.0133611915330159,-0.0724419386525222,-0.00477329332824376,0.0887760876279948,-0.0619325551232166,-0.0123581834876075,0.0121488230827639,-0.0194076261693011,-0.0412707281416928,-0.0622310886788382,-0.0255524177152951
-0.0625128237392537,-0.00780994155239095,-0.0419664258521241,-0.12945590229353,0.00206323933975245,-0.0524967747118252,-0.127579737335835,-0.0466175938795094,-0.0541678345728926,-0.0124280077339794,-0.0695136621820326
-0.0298680218954904,-0.0376527640636598,0.00269874890572853,0.078417558639431,-0.109310344827586,-0.0294510859143821,-0.0606446140797286,-0.00257360284655867,-0.0170812111801382,-0.0386740921624253,-0.0476070120229419
-0.00878772727045005,0.0569202110269391,-0.0200049758475249,-0.0268068338188393,-0.0311647448383328,0.0388889444444445,0.00991884580703331,0.0333828647397205,-0.0453293080962139,-0.015068995990093,0.00904258026822238
0.0348027390554394,0.0412613887272862,0.0439181357986217,0.10772353220636,0.0329969332298136,0.0217622080679406,0.0383943717277486,-0.0167141174710485,0.00575083085465916,0.00995510629271378,0.0426144052287582
0.0142361680070759,-0.00331066982591436,0.0549893115664687,0.0654112851163122,-0.0670686108866386,0.0148941729814476,0.048820852296235,0.0240833932422717,0.0229592148291067,0.00248219050574008,0.0301746399089596
-0.0847457543481978,-0.123743816521489,-0.0586510688630243,0.0338864329542783,-0.179757118228457,-0.120506859090088,-0.0937500358484954,-0.061074061074061,-0.0455680697388242,-0.116351225566243,-0.0157193961653879
0.00245024507864942,0.058885622409661,-0.0179960607489314,-0.156175528097437,0.0852984947315606,0.0232835522388059,-0.0128091436753155,0.0394536783211806,0.0582974475555665,0.0192926402286531,-0.0553212340530579
0.0131371142274124,0.0232287705326032,-0.0156018074392816,0.00268643395647154,-0.0101663128542657,0.0179191628855009,0.0120106761565836,0.0236449254274282,0.0168381976925474,0.0660607806340167,-0.0177360459050602
-0.107975091194148,-0.0193548548387097,-0.148393647414746,-0.122052694093001,-0.0942622993744217,-0.138702440643313,-0.146970348087666,-0.0298770112521261,-0.0866262257370076,-0.104333868378812,-0.138672932157961
-0.159972199877823,-0.313884330578512,-0.208791160487861,-0.180223266663106,-0.21802622265729,-0.16925104484497,-0.153963414634146,-0.123864870182896,-0.116279069767442,-0.203466204506066,-0.132613313374539
-0.0691258841612512,-0.225120762071461,-0.10858679663407,-0.00632409115905504,-0.182698515171078,-0.0789158628935831,-0.0862792638538487,-0.0207485760781122,-0.0656167979002625,-0.0961623290692547,0.022403327304933
0.0311963882711373,0.165281324639344,-0.00131752305665354,-0.00994818652849734,0.028759244042728,0.0280947748860943,0.0293921175684702,0.0118694785926239,0.0705645189743758,0.0795795795795796,-0.0245295362903227
-0.0841441821286118,-0.179361229064667,-0.0803493886462881,-0.0265560782872183,-0.262569832402235,-0.123724447278912,-0.0529032258064516,-0.0747702976286426,-0.0124246616123743,-0.108233112477654,-0.0122699386503067
-0.0936618854971189,-0.18658501237368,-0.0705373800383878,-0.104701743680926,-0.155555555555556,-0.157635426484504,-0.0328767123287672,-0.0707439068918302,-0.116153846153846,-0.0710121848960156,-0.115183246073298
0.0965251005181371,0.0305603578336314,0.168947315789474,0.0564817132739915,0.205198358413133,0.0911782765647292,0.12051649928264,0.0476663876696321,0.0232459425190194,0.128661688684664,0.0207749891819821
0.113205133238318,0.330398322851153,0.174290888641771,0.103132506024096,0.253504672897196,0.191675794085433,0.117227979274611,0.0481181515007147,0.0108695652173912,0.163336713286713,0.0249802151062734
0.0582113092815345,0.0251889483627203,0.057198402443642,0.124456073204005,0.138733705772812,0.0325986670064891,0.0196418844391613,0.0475759401903035,0.0700083293292597,-0.0123878257155063,0.0237093690248566
-0.0183623469277752,-0.069886022795441,-0.0658943495331517,-0.0878891609719058,-0.0355125100887814,-0.0439703980831693,0.0178870887583616,-0.0149957155098544,0.01114523443505,-0.0195412481078485,0.0341119775347414
0.0700671678608259,0.0999038744796669,0.116564455521472,0.0419925260604147,0.0868838763575605,0.0974264246323529,0.0747409165302784,0.0619315721091381,0.0532880594591103,0.0868817204301075,0.0372760215053764
0.0261392193518121,0.119122257053292,0.00607492426847533,-0.00621487643368119,0.109433962264151,0.0343116562913743,0.00350872162863547,0.00771421062583067,0.0214133119200571,0.022673964034402,0.00550395596835226
0.0357037676028573,0.0636386948001361,0.045270304054054,0.0568404155233241,0.023989033584647,0.0552885038176484,0.0466399174202649,0.0303520854047789,0.00174699504727492,0.0557263259031515,0.00721150387323132
0.0054368737864077,-0.0425532629943601,-0.0483295491404476,0.0250463441541245,-0.0545087483176311,-0.0321468822099841,-0.00770337024554642,0.0173296974135367,-0.0216103512858016,-0.0211678832116788,-0.0330382141335758
0.0557956896896867,0.062972290605232,0.10356532755296,0.0212077825522606,0.0353107344632768,0.0826446280991736,0.0542899202273349,0.0367789779326365,0.0925925925925926,0.0671141312453392,0.0438442651701157
0.00468809961572484,0.0494956826297048,-0.00121092949472992,-0.00989933970478148,-0.024390243902439,-0.00287046993647393,0.0460766423357663,-0.0196296666666666,0.0100780234070221,0.0311741935859303,0.0346897931954636
-0.0443179128508166,-0.0652366416356338,-0.102442012957593,-0.0590469288344934,-0.0234159779614325,-0.025275934496262,-0.094209165696161,-0.00945179548386406,-0.0060374326672207,-0.0331103678929765,-0.0559462897715381
0.0239481826361871,0.0478985912185958,0.0341431724932099,0.0179509875629742,0.0287316047652418,0.0415312011003539,0.029914626301739,0.025417297973547,0.00223428024257901,0.0535036608044066,-0.014208390196495
0.0521583017668607,0.0870823791945488,0.0710450899905272,0.0198581198631873,0.0828241683638831,0.0787293190168963,0.0596330761299577,0.0294876899921743,0.0232484394904459,0.0707531790022824,0.0143638850889193
0.00857381132664308,0.0636567241674486,-0.00788079438883815,0.0313306937510758,0.00497512437810957,0.0336401142494446,0.00993087219343693,-0.0153243056067108,-0.0439628496582925,0.0548319330404079,0.0214765779018986
-0.0838498429514955,-0.0615996990750454,-0.0977113205568474,-0.11833138169624,-0.0993864478151195,-0.0917459343356858,-0.0775788609368653,-0.0473608098336948,-0.0650906109161468,-0.0748786181835599,-0.0589004927650685
-0.0473465352532817,-0.0481162571662573,-0.0680026258869045,-0.0477285431369961,-0.0488980716253443,-0.0641418991518902,-0.0529248350545574,-0.028941355674029,-0.0194714534075105,-0.0939347686510252,-0.0118881118881119
0.0690256409301863,0.0952278804815133,0.129498870853917,0.0800401636926847,0.0667150108774476,0.105474489051095,0.0739833414992651,0.0567958849668671,0.0149200710479574,0.0752394322845417,0.0765686663087084
-0.0596481839387122,-0.0285824648239178,-0.0455104243542436,-0.0665450707947154,-0.0911528150134048,-0.0820578991226929,-0.0671775924256087,-0.0286133528980191,-0.0270082765584583,-0.0530112312738781,0.000974593860474619
